id,user_id,task_title,section_title,subsection_title,completed_at,created_at
8ec14567-030a-4927-b3d0-271611c144e5,c9b23c95-09e5-412e-b480-e18350db62f2,10,Review,266,2025-12-11 02:58:59.671813+00,2025-12-11 02:58:59.671813+00
90131528-3108-479e-800d-05bf7afdf795,c9b23c95-09e5-412e-b480-e18350db62f2,Project work,MSADI,DATA 266,2025-12-06 06:41:43.879449+00,2025-12-06 06:41:43.879449+00
90989c22-ed04-41d9-a946-d195ffc0753d,c9b23c95-09e5-412e-b480-e18350db62f2,Bounding boxes fr,MSADI,DATA 255,2025-11-03 11:10:35.795872+00,2025-11-03 11:10:35.795872+00
91908f6a-4188-4937-b6ea-53a04453ccf5,c9b23c95-09e5-412e-b480-e18350db62f2,7,Review,266,2025-12-11 02:58:59.671813+00,2025-12-11 02:58:59.671813+00
94566d3c-2827-4a75-a714-48c940c0fd88,c9b23c95-09e5-412e-b480-e18350db62f2,setup JIRA,MSADI,DATA 298A,2025-10-30 20:22:57.376797+00,2025-10-30 20:22:57.376797+00
979eb3a2-3c04-4a9a-abc1-cd876739603e,c9b23c95-09e5-412e-b480-e18350db62f2,Project Report,MSADI,DATA 255,2025-12-09 05:01:31.642918+00,2025-12-09 05:01:31.642918+00
9bb7d242-5cd7-4119-b82a-ea22bdb33d63,c9b23c95-09e5-412e-b480-e18350db62f2,Apps Page,Other,PromptOne,2025-12-09 05:02:33.78145+00,2025-12-09 05:02:33.78145+00
9be1a6e4-828a-4e2c-9cb1-14885583d340,c9b23c95-09e5-412e-b480-e18350db62f2,Lab2 Q3,MSADI,DATA 266,2025-11-16 20:57:50.922981+00,2025-11-16 20:57:50.922981+00
9bf6b936-f5f4-48fc-b1ba-77a5d33578cc,c9b23c95-09e5-412e-b480-e18350db62f2,Project Presentation,MSADI,DATA 255,2025-12-02 23:43:19.108991+00,2025-12-02 23:43:19.108991+00
a8379727-fc35-4afe-9efc-eab87a5ceda8,c9b23c95-09e5-412e-b480-e18350db62f2,Progress Report II,MSADI,DATA 298A,2025-10-24 06:44:26.514933+00,2025-10-24 06:44:26.514933+00
a965c2b5-9882-40d8-8474-e217294a8611,c9b23c95-09e5-412e-b480-e18350db62f2,ANN,Review,255,2025-12-12 06:39:14.521346+00,2025-12-12 06:39:14.521346+00
ad60d53a-8d51-46bc-a672-055a8cd95096,c9b23c95-09e5-412e-b480-e18350db62f2,HW 3,MSADI,DATA 255,2025-11-13 09:39:14.905008+00,2025-11-13 09:39:14.905008+00
aea0edab-b653-4449-8a10-201dd773146c,c9b23c95-09e5-412e-b480-e18350db62f2,13,Review,266,2025-12-11 02:58:59.671813+00,2025-12-11 02:58:59.671813+00
afa4a2ec-f6f1-4fce-b4b7-b65779d02f68,c9b23c95-09e5-412e-b480-e18350db62f2,12,Review,266,2025-12-11 02:58:59.671813+00,2025-12-11 02:58:59.671813+00
b0cac7ef-7c69-43a6-9fe6-5f6f2c39f60b,c9b23c95-09e5-412e-b480-e18350db62f2,Project Presentation,MSADI,DATA 266,2025-12-09 00:07:20.813171+00,2025-12-09 00:07:20.813171+00
b178162c-4e16-41a1-b4b3-0e3cafc753fb,16442b9c-02a7-408c-9231-2979e5f0d164,Reading 7,MCB 144,Readings,2025-11-01 04:46:53.24538+00,2025-11-01 04:46:53.24538+00
b2f2feb5-30ff-4082-9745-29054753d02e,c9b23c95-09e5-412e-b480-e18350db62f2,Bounding Boxes,MSADI,DATA 255,2025-11-01 02:47:50.120527+00,2025-11-01 02:47:50.120527+00
b3b62f0d-c394-4b23-b168-c67600966912,c9b23c95-09e5-412e-b480-e18350db62f2,HW 10,MSADI,DATA 266,2025-11-17 23:36:36.794726+00,2025-11-17 23:36:36.794726+00
b3c65cbb-9945-45b7-862e-8c05fc18748f,c9b23c95-09e5-412e-b480-e18350db62f2,Bounding Boxes 2,MSADI,DATA 255,2025-11-16 20:57:34.013341+00,2025-11-16 20:57:34.013341+00
b8e8ea5c-cd8b-483c-88e1-449bb6a1f1b9,c9b23c95-09e5-412e-b480-e18350db62f2,Midterm,MSADI,DATA 255,2025-10-20 15:17:05.156757+00,2025-10-20 15:17:05.156757+00
bbd7d522-a713-48c1-b019-0ab9e0728825,c9b23c95-09e5-412e-b480-e18350db62f2,Quiz 4,MSADI,DATA 266,2025-11-25 02:28:45.558023+00,2025-11-25 02:28:45.558023+00
bd6443e6-4787-4938-882c-ac29174cea7b,c9b23c95-09e5-412e-b480-e18350db62f2,Data Engr,Job Apps,Daanish,2025-10-28 23:05:19.131585+00,2025-10-28 23:05:19.131585+00
c0232ac3-7f4a-4bf8-a97d-ecdb86178f5b,c9b23c95-09e5-412e-b480-e18350db62f2,HW 1,MSADI,DATA 255,2025-10-26 07:34:23.511531+00,2025-10-26 07:34:23.511531+00
c104f818-a8f3-4e8a-9609-6db1ddc1584e,c9b23c95-09e5-412e-b480-e18350db62f2,Project Abstract,MSADI,DATA 266,2025-10-31 04:53:13.791365+00,2025-10-31 04:53:13.791365+00
c13151a6-e82d-4652-90d0-1a030d4cf67b,c9b23c95-09e5-412e-b480-e18350db62f2,Project Report,MSADI,DATA 266,2025-12-09 00:07:16.308187+00,2025-12-09 00:07:16.308187+00
c16586d4-5816-497b-ba2f-539ce16735bb,c9b23c95-09e5-412e-b480-e18350db62f2,14,Review,266,2025-12-11 02:58:59.671813+00,2025-12-11 02:58:59.671813+00
c170ee77-f285-4d0e-9ca5-afcdedb39fb4,fcca47ad-56ff-48fe-a6d6-5baec2db2bf0,DIshwasher,Home,Home,2025-11-02 19:38:44.362729+00,2025-11-02 19:38:44.362729+00
c1c3fce8-8589-4b80-8f85-992c117adbe9,c9b23c95-09e5-412e-b480-e18350db62f2,HW 12,MSADI,DATA 266,2025-12-01 23:14:17.038027+00,2025-12-01 23:14:17.038027+00
c259ead5-9956-46ff-8fb5-93d8857a7063,c9b23c95-09e5-412e-b480-e18350db62f2,send resume,Job Apps,Poonam,2025-10-08 20:09:51.643556+00,2025-10-08 20:09:51.643556+00
c8d5a272-01ea-4e9b-8786-33d6b09bfc24,c9b23c95-09e5-412e-b480-e18350db62f2,11,Review,266,2025-12-11 02:58:59.671813+00,2025-12-11 02:58:59.671813+00
c920d783-515c-4f89-8df7-d7e96877ca89,c9b23c95-09e5-412e-b480-e18350db62f2,Workshop,Other,JCHYK,2025-12-03 10:07:34.248694+00,2025-12-03 10:07:34.248694+00
cb36035f-0461-495e-b5be-93b85b516a38,c9b23c95-09e5-412e-b480-e18350db62f2,CNNS,Review,255,2025-10-20 15:17:26.61001+00,2025-10-20 15:17:26.61001+00
cf4a0559-c496-4360-ad48-b0e1cb59eec3,c9b23c95-09e5-412e-b480-e18350db62f2,Workbook 2,MSADI,DATA 298A,2025-11-06 08:50:44.304142+00,2025-11-06 08:50:44.304142+00
d15fbc62-8d60-4180-af50-3ea32a4d8d00,c9b23c95-09e5-412e-b480-e18350db62f2,Diffusion,Review,266,2025-10-28 00:33:31.213131+00,2025-10-28 00:33:31.213131+00
d2004ef3-9f91-433d-85ed-9dc07c5dd030,c9b23c95-09e5-412e-b480-e18350db62f2,dfegr,Projects,FitSense,2025-10-07 05:39:23.506814+00,2025-10-07 05:39:23.506814+00
d283335c-7add-4790-85d3-08c52f102069,c9b23c95-09e5-412e-b480-e18350db62f2,Website tasks,Other,CHYK,2025-10-31 03:24:37.30304+00,2025-10-31 03:24:37.30304+00
d4d981cd-8460-465d-abc6-9cb6092fe86e,c9b23c95-09e5-412e-b480-e18350db62f2,HW 6,MSADI,DATA 266,2025-10-11 23:37:00.221923+00,2025-10-11 23:37:00.221923+00
d5b2f50a-85aa-427b-a67f-a9aef9c1340c,c9b23c95-09e5-412e-b480-e18350db62f2,HW4-1,MSADI,DATA 255,2025-12-07 04:04:55.379511+00,2025-12-07 04:04:55.379511+00
d9e338b5-f382-4785-a567-8c55817263b0,c9b23c95-09e5-412e-b480-e18350db62f2,Research Models,MSADI,DATA 255,2025-10-08 23:35:08.09753+00,2025-10-08 23:35:08.09753+00
db0e50f7-a10a-4e3a-b3e9-ac87d4c528c3,c9b23c95-09e5-412e-b480-e18350db62f2,App Dev,Job Apps,Daanish,2025-11-01 19:13:54.623564+00,2025-11-01 19:13:54.623564+00
dba7d34f-8494-416e-8e01-a978594bad88,c9b23c95-09e5-412e-b480-e18350db62f2,sc of fights,MSADI,DATA 255,2025-10-30 07:07:36.241809+00,2025-10-30 07:07:36.241809+00
e350d6cb-b4d2-4e7b-beb6-99e775d3122e,16442b9c-02a7-408c-9231-2979e5f0d164,Reading 5,MCB 144,Readings,2025-11-01 04:46:53.24538+00,2025-11-01 04:46:53.24538+00
e553e4e3-50b4-4775-9cec-f41a1946a1a9,c9b23c95-09e5-412e-b480-e18350db62f2,3,Review,266,2025-12-11 02:58:59.671813+00,2025-12-11 02:58:59.671813+00
eb0e54ce-9581-4a0a-b74e-90d43feb95a0,16442b9c-02a7-408c-9231-2979e5f0d164,Reading 8 & 9,MCB 144,Readings,2025-11-01 04:46:53.24538+00,2025-11-01 04:46:53.24538+00
eb59a5ac-bf0d-4b40-b097-af2c51b38e7c,16442b9c-02a7-408c-9231-2979e5f0d164,UDCA,Lab,Research Bugs,2025-11-01 04:46:29.739684+00,2025-11-01 04:46:29.739684+00
